Codice,Status,"Tipo di canale",Canale,Arrivo,Partenza,Data,Window,Notti,Totale,Iva,"Totale tasse escluse","Totale originale","Prezzo medio per notte","Codice prodotto",Prodotto,"Codice camera",Camera,Adv/to/azienda,Ad.,Ba.,Nazione,"Codice sconto","Codice membership agree","Codice cliente",Commissioni,"Commissioni (%)","Tipo carta","Titolare carta","Confronto nominativo (%)",Numero,Scadenza,Operatore,"Operatore di origine","Codice Vertical Booking","Data Ultima Modifica/Cancellazione","RN originali prenotazione",Valuta,"Consenso trattamento dati","Totale servizi","Totale meno servizi",p1_uid1_type,p1_uid1_id_context,p1_uid1_id,p1_uid2_type,p1_uid2_id_context,p1_uid2_id,p1_type,p1_company_short_name,p1_company_code,p1_company_code_context,p2_uid1_type,p2_uid1_id_context,p2_uid1_id,p2_uid2_type,p2_uid2_id_context,p2_uid2_id,p2_type,p2_company_short_name,p2_company_code,p2_company_code_context,p3_uid1_type,p3_uid1_id_context,p3_uid1_id,p3_uid2_type,p3_uid2_id_context,p3_uid2_id,p3_type,p3_company_short_name,p3_company_code,p3_company_code_context,p4_uid1_type,p4_uid1_id_context,p4_uid1_id,p4_uid2_type,p4_uid2_id_context,p4_uid2_id,p4_type,p4_company_short_name,p4_company_code,p4_company_code_context,Metasearch,"Data acquisto","Orario acquisto",Origine,Dispositivo,"Nome Profilo Primario","Codice IATA Primario","Contesto Primario","Nome Profilo Secondario","Codice IATA Secondario","Contesto Secondario",RevenueDettaglioGiornaliero,RevenueDettPkgIncl,"Totale Sconti Stay",TotalAmountAfterTax,PrenRic
2021846358/1314074209,Cancellata,IDS,Booking.com,15/07/2017,26/07/2017,"01/04/2017 15:28:41",104,0,"0,00","0,00","0,00","1302,51","0,00",APPBOOKING,,APTBCMF,,,4,0,ee,,,,,,,,,,,,,861,"01/04/2017 15:28:42",11,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01/04/2017,15:28:41,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"1302,51","1302,51","0,00","0,00",710
1140320625/1315402221,Cancellata,IDS,Booking.com,19/08/2017,26/08/2017,"02/04/2017 18:13:46",138,0,"0,00","0,00","0,00","803,67","0,00",APPBOOKING,,APTBCMF,,,4,0,it,,,,,,,,,,,,,870,"18/04/2017 15:08:57",7,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02/04/2017,18:13:46,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"803,67","803,67","0,00","0,00",711
1140320625/1315402221,Cancellata,IDS,Booking.com,19/08/2017,26/08/2017,"02/04/2017 18:13:46",138,0,"0,00","0,00","0,00","803,67","0,00",APPBOOKING,,APTBCMF,,,4,0,it,,,,,,,,,,,,,862,"18/04/2017 15:08:57",7,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02/04/2017,18:13:46,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"803,67","803,67","0,00","0,00",711
1364929098/1315405855,Cancellata,IDS,Booking.com,19/08/2017,26/08/2017,"02/04/2017 18:16:30",138,0,"0,00","0,00","0,00","539,98","0,00",APPBOOKING,,APTACMF,,,2,0,it,,,,,,,,,,,,,863,"18/04/2017 15:13:24",7,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02/04/2017,18:16:30,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"539,98","539,98","0,00","0,00",712
1364929098/1315405855,Cancellata,IDS,Booking.com,19/08/2017,26/08/2017,"02/04/2017 18:16:30",138,0,"0,00","0,00","0,00","539,98","0,00",APPBOOKING,,APTACMF,,,2,0,it,,,,,,,,,,,,,871,"18/04/2017 15:13:24",7,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02/04/2017,18:16:30,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"539,98","539,98","0,00","0,00",712
1154033085/1320459277,Confermata,IDS,Booking.com,16/06/2017,24/06/2017,"06/04/2017 10:54:09",70,8,"481,80","0,00","481,80","481,80","60,23",SA++,,APTACMF,,,2,0,de,,,,,,,,,,,,,864,"06/04/2017 10:54:10",8,EUR,,"0,00","481,80",32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/04/2017,10:54:09,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"481,80","481,80","0,00","481,80",713
1154017415/1320641967,Cancellata,IDS,Booking.com,05/08/2017,19/08/2017,"06/04/2017 13:42:46",120,0,"0,00","0,00","0,00","1884,54","0,00",SA+,,APTBCMF,,,4,0,it,,,,,,,,,,,,,865,"06/04/2017 13:42:47",14,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/04/2017,13:42:46,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"1884,54","1884,54","0,00","0,00",714
1166080005/1321992770,Cancellata,IDS,Booking.com,22/07/2017,29/07/2017,"07/04/2017 14:17:13",105,0,"0,00","0,00","0,00","602,98","0,00",APPBOOKING,,APTACMF,,,2,0,it,,,,,,,,,,,,,866,"08/04/2017 02:25:23",7,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07/04/2017,14:17:13,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"602,98","602,98","0,00","0,00",715
1166080005/1321992770,Confermata,IDS,Booking.com,22/07/2017,29/07/2017,"07/04/2017 14:17:13",105,7,"602,98","0,00","602,98","602,98","86,14",APPBOOKING,,APTACMF,,,2,0,it,,,,,,,,,,,,,867,"08/04/2017 02:25:23",7,EUR,,"0,00","602,98",32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07/04/2017,14:17:13,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"602,98","602,98","0,00","602,98",715
1902856826/1323120107,Cancellata,IDS,Booking.com,20/04/2017,22/04/2017,"08/04/2017 14:01:24",11,0,"0,00","0,00","101,14","101,14","50,57",SA++,,APTACMF,,,2,0,ru,,,,,,,,,,,,,868,"08/04/2017 14:01:25",2,EUR,,"0,00","101,14",32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/04/2017,14:01:24,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"101,14","101,14","0,00","101,14",716
825235585,Confermata,IDS,Expedia,19/04/2017,21/04/2017,"13/04/2017 19:11:00",5,2,"63,88","0,00","63,88","63,88","31,94",,,APTACMF,,,1,0,,,,,,,,,,,,,,869,"13/04/2017 21:17:12",2,EUR,,"0,00","63,88",32,CRS,355,,,,4,HOTELS.COM,4552808,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/04/2017,19:11:00,,,HOTELS.COM,4552808,IATA,,,,"63,89","63,89","0,00","63,88",717
828047466,Confermata,IDS,Expedia,19/04/2017,20/04/2017,"19/04/2017 15:43:00",0,1,"31,94","0,00","31,94","31,94","31,94",,,APTACMF,,,2,0,,,,,,,,,,,,,,872,"19/04/2017 17:49:47",1,EUR,,"0,00","31,94",32,CRS,355,,,,4,HOTELS.COM,4552808,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19/04/2017,15:43:00,,,HOTELS.COM,4552808,IATA,,,,"31,94","31,94","0,00","31,94",718
1820113913/1338012174,Cancellata,IDS,Booking.com,01/08/2017,27/08/2017,"20/04/2017 13:02:31",102,0,"0,00","0,00","3315,72","3315,72","127,53",SA++,,APTBCMF,,,4,0,it,,,,,,,,,,,,,873,"20/04/2017 13:02:32",26,EUR,,"0,00","3315,72",32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/04/2017,13:02:31,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"3315,72","3315,72","0,00","3315,72",719
828551518,Confermata,IDS,Expedia,23/04/2017,25/04/2017,"20/04/2017 13:21:00",2,2,"94,58","0,00","94,58","94,58","47,29",,,APTBCMF,,,2,2,,,,,,,,,,,,,,874,"20/04/2017 15:29:47",2,EUR,,"0,00","94,58",32,CRS,355,,,,4,HOTELS.COM,4552808,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/04/2017,13:21:00,,,HOTELS.COM,4552808,IATA,,,,"94,58","94,58","0,00","94,58",720
829213333,Confermata,IDS,Expedia,22/04/2017,23/04/2017,"21/04/2017 16:46:00",0,1,"47,29","0,00","47,29","47,29","47,29",,,APTBCMF,,,1,0,,,,,,,,,,,,,,875,"21/04/2017 18:46:14",1,EUR,,"0,00","47,29",32,CRS,15,,,,4,Expedia.com,5054347,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/04/2017,16:46:00,,,Expedia.com,5054347,IATA,,,,"47,29","47,29","0,00","47,29",721
829213332,Confermata,IDS,Expedia,22/04/2017,23/04/2017,"21/04/2017 16:46:00",0,1,"47,29","0,00","47,29","47,29","47,29",,,APTBCMF,,,1,0,,,,,,,,,,,,,,876,"21/04/2017 18:46:18",1,EUR,,"0,00","47,29",32,CRS,15,,,,4,Expedia.com,5054347,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/04/2017,16:46:00,,,Expedia.com,5054347,IATA,,,,"47,29","47,29","0,00","47,29",722
830091684,Cancellata,IDS,Expedia,26/07/2017,04/08/2017,"23/04/2017 16:44:00",93,0,"0,00","0,00","0,00","787,94","0,00",,,APTBCMF,,,1,3,,,,,,,,,,,,,,938,"20/07/2017 13:10:04",9,EUR,,"0,00",0,32,CRS,15,,,,4,Expedia.com,5054347,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/04/2017,16:44:00,,,Expedia.com,5054347,IATA,,,,"787,94","787,94","0,00","0,00",723
830091684,Cancellata,IDS,Expedia,26/07/2017,04/08/2017,"23/04/2017 16:44:00",93,0,"0,00","0,00","0,00","787,94","0,00",,,APTBCMF,,,1,3,,,,,,,,,,,,,,943,"20/07/2017 13:21:05",9,EUR,,"0,00",0,32,CRS,15,,,,4,Expedia.com,5054347,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/04/2017,16:44:00,,,Expedia.com,5054347,IATA,,,,"787,94","787,94","0,00","0,00",723
830091684,Confermata,IDS,Expedia,26/07/2017,04/08/2017,"23/04/2017 16:44:00",93,9,"787,95","0,00","787,95","787,95","87,55",,,APTBCMF,,,1,3,,,,,,,,,,,,,,944,"20/07/2017 13:21:05",9,EUR,,"0,00","787,95",32,CRS,15,,,,4,Expedia.com,5054347,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/04/2017,16:44:00,,,Expedia.com,5054347,IATA,,,,"787,94","787,94","0,00","787,95",723
830091684,Cancellata,IDS,Expedia,26/07/2017,04/08/2017,"23/04/2017 16:44:00",93,0,"0,00","0,00","0,00","787,94","0,00",,,APTBCMF,,,2,0,,,,,,,,,,,,,,877,"11/07/2017 12:21:34",9,EUR,,"0,00",0,32,CRS,15,,,,4,Expedia.com,5054347,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/04/2017,16:44:00,,,Expedia.com,5054347,IATA,,,,"787,94","787,94","0,00","0,00",723
1424606958/1343385805,Cancellata,IDS,Booking.com,30/07/2017,13/08/2017,"24/04/2017 18:29:27",96,0,"0,00","0,00","0,00","1839,00","0,00",SA++,,APTBCMF,,,4,0,it,,,,,,,,,,,,,878,"26/04/2017 14:47:06",14,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/04/2017,18:29:27,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"1839,00","1839,00","0,00","0,00",724
1424606958/1343385805,Cancellata,IDS,Booking.com,30/07/2017,13/08/2017,"24/04/2017 18:29:27",96,0,"0,00","0,00","1839,00","1839,00","131,36",SA++,,APTBCMF,,,4,0,it,,,,,,,,,,,,,884,"26/04/2017 14:47:06",14,EUR,,"0,00","1839,00",32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/04/2017,18:29:27,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"1839,00","1839,00","0,00","1839,00",724
2037134270/1344435796,Confermata,IDS,Booking.com,04/05/2017,06/05/2017,"25/04/2017 13:44:42",8,2,"101,14","0,00","101,14","101,14","50,57",SA++,,APTACMF,,,2,0,gb,,,,,,,,,,,,,879,"25/04/2017 13:44:43",2,EUR,,"0,00","101,14",32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/04/2017,13:44:42,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"101,14","101,14","0,00","101,14",725
2037134270/1344435814,Confermata,IDS,Booking.com,04/05/2017,06/05/2017,"25/04/2017 13:44:42",8,2,"171,70","0,00","171,70","171,70","85,85",SA++,,APTDCMF,,,5,0,gb,,,,,,,,,,,,,880,"25/04/2017 13:44:43",2,EUR,,"0,00","171,70",32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/04/2017,13:44:42,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"171,70","171,70","0,00","171,70",725
1176311984/1344583831,Confermata,IDS,Booking.com,29/04/2017,01/05/2017,"25/04/2017 15:40:46",3,2,"101,14","0,00","101,14","101,14","50,57",SA++,,APTACMF,,,2,0,it,,,,,,,,,,,,,881,"25/04/2017 15:40:48",2,EUR,,"0,00","101,14",32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/04/2017,15:40:46,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"101,14","101,14","0,00","101,14",726
2037112284/1344887571,Cancellata,IDS,Booking.com,22/07/2017,05/08/2017,"25/04/2017 19:22:51",87,0,"0,00","0,00","0,00","1940,40","0,00",SA+,,APTDCMF,,,5,0,de,,,,,,,,,,,,,882,"15/07/2017 21:36:25",14,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/04/2017,19:22:51,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"1940,40","1940,40","0,00","0,00",727
2037112284/1344887571,Cancellata,IDS,Booking.com,22/07/2017,05/08/2017,"25/04/2017 19:22:51",87,0,"0,00","0,00","0,00","1940,40","0,00",SA+,,APTDCMF,,,5,0,de,,,,,,,,,,,,,939,"18/07/2017 10:14:52",14,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/04/2017,19:22:51,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"1940,40","1940,40","0,00","0,00",727
2037112284/1344887571,Confermata,IDS,Booking.com,23/07/2017,05/08/2017,"25/04/2017 19:22:51",88,13,"1801,80","0,00","1801,80","1801,80","138,60",SA+,,APTDCMF,,,5,0,de,,,,,,,,,,,,,941,"18/07/2017 10:14:52",13,EUR,,"0,00","1801,80",32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/04/2017,19:22:51,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"1801,80","1801,80","0,00","1801,80",727
1535195132/1345004477,Cancellata,IDS,Booking.com,19/08/2017,26/08/2017,"25/04/2017 20:51:42",115,0,"0,00","0,00","0,00","539,98","0,00",APPBOOKING,,APTACMF,,,2,0,it,,,,,,,,,,,,,883,"25/04/2017 20:51:43",7,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/04/2017,20:51:42,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"539,98","539,98","0,00","0,00",728
831665306,Confermata,IDS,Expedia,29/04/2017,01/05/2017,"26/04/2017 12:49:00",2,2,"94,58","0,00","94,58","94,58","47,29",,,APTBCMF,,,2,2,,,,,,,,,,,,,,885,"26/04/2017 14:52:20",2,EUR,,"0,00","94,58",32,CRS,15,,,,4,Expedia.com,5054347,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/04/2017,12:49:00,,,Expedia.com,5054347,IATA,,,,"94,58","94,58","0,00","94,58",729
1216431032/1346422789,Confermata,IDS,Booking.com,15/07/2017,22/07/2017,"26/04/2017 21:00:34",79,7,"893,69","0,00","893,69","893,69","127,67",APPBOOKING,,APTDCMF,,,5,0,it,,,,,,,,,,,,,899,"04/05/2017 22:44:25",7,EUR,,"0,00","893,69",32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/04/2017,21:00:34,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"893,69","893,69","0,00","893,69",730
1216431032/1346422789,Cancellata,IDS,Booking.com,15/07/2017,22/07/2017,"26/04/2017 21:00:34",79,0,"0,00","0,00","0,00","893,69","0,00",APPBOOKING,,APTDCMF,,,5,0,it,,,,,,,,,,,,,886,"04/05/2017 22:44:25",7,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/04/2017,21:00:34,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"893,69","893,69","0,00","0,00",730
1216473413/1346922591,Confermata,IDS,Booking.com,16/09/2017,23/09/2017,"27/04/2017 08:37:27",141,7,"415,80","0,00","415,80","415,80","59,40",APPBOOKING,,APTACMF,,,2,0,se,,,,,,,,,,,,,888,"27/04/2017 08:37:28",7,EUR,,"0,00","415,80",32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/04/2017,08:37:27,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"415,80","415,80","0,00","415,80",731
1216473413/1346922580,Confermata,IDS,Booking.com,16/09/2017,23/09/2017,"27/04/2017 08:37:27",141,7,"415,80","0,00","415,80","415,80","59,40",APPBOOKING,,APTACMF,,,2,0,se,,,,,,,,,,,,,887,"27/04/2017 08:37:28",7,EUR,,"0,00","415,80",32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/04/2017,08:37:27,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"415,80","415,80","0,00","415,80",731
1296133265/1348255163,Confermata,IDS,Booking.com,02/09/2017,15/09/2017,"28/04/2017 09:02:28",126,13,"772,20","0,00","772,20","772,20","59,40",APPBOOKING,,APTACMF,,,2,0,ru,,,,,,,,,,,,,889,"28/04/2017 09:02:29",13,EUR,,"0,00","772,20",32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28/04/2017,09:02:28,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"772,20","772,20","0,00","772,20",732
2073333683/1348391169,Cancellata,IDS,Booking.com,02/09/2017,15/09/2017,"28/04/2017 11:21:20",126,0,"0,00","0,00","0,00","1390,61","0,00",APPBOOKING,,APTDCMF,,,5,0,ru,,,,,,,,,,,,,890,"28/04/2017 11:21:21",13,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28/04/2017,11:21:20,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"1390,61","1390,61","0,00","0,00",733
E9989GXZJ891,Confermata,Sito,Sito,19/05/2017,21/05/2017,"29/04/2017 22:45:26",19,2,"148,00","0,00","148,00","148,00","74,00",WE_2N,,APTBCMF,,,4,0,IT,,,,,,,,,,,,,891,"29/04/2017 22:45:26",2,EUR,,"48,00","100,00",10,CRS,2,,,,12,Mobile,MOBILE,CRS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/04/2017,22:45:26,,Mobile,Mobile,MOBILE,CRS,,,,"100,00","148,00","0,00","148,00",734
1698096852/1352593935,Cancellata,IDS,Booking.com,23/09/2017,30/09/2017,"01/05/2017 22:12:43",144,0,"0,00","0,00","0,00","415,80","0,00",APPBOOKING,,APTACMF,,,2,0,gb,,,,,,,,,,,,,893,"17/09/2017 20:45:25",7,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01/05/2017,22:12:43,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"415,80","415,80","0,00","0,00",735
1698096852/1352593935,Confermata,IDS,Booking.com,23/09/2017,30/09/2017,"01/05/2017 22:12:43",144,7,"415,80","0,00","415,80","415,80","59,40",APPBOOKING,,APTACMF,,,2,0,gb,,,,,,,,,,,,,960,"17/09/2017 20:45:25",7,EUR,,"0,00","415,80",32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01/05/2017,22:12:43,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"415,80","415,80","0,00","415,80",735
1698096852/1352593922,Cancellata,IDS,Booking.com,23/09/2017,30/09/2017,"01/05/2017 22:12:43",144,0,"0,00","0,00","0,00","415,80","0,00",APPBOOKING,,APTACMF,,,1,0,gb,,,,,,,,,,,,,892,"17/09/2017 20:45:25",7,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01/05/2017,22:12:43,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"415,80","415,80","0,00","0,00",735
1698096852/1352593922,Confermata,IDS,Booking.com,23/09/2017,30/09/2017,"01/05/2017 22:12:43",144,7,"415,80","0,00","415,80","415,80","59,40",APPBOOKING,,APTACMF,,,1,0,gb,,,,,,,,,,,,,959,"17/09/2017 20:45:25",7,EUR,,"0,00","415,80",32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01/05/2017,22:12:43,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"415,80","415,80","0,00","415,80",735
1158004755/1353979801,Cancellata,IDS,Booking.com,19/08/2017,30/08/2017,"02/05/2017 22:25:51",108,0,"0,00","0,00","0,00","1262,91","0,00",APPBOOKING,,APTBCMF,,,4,0,it,,,,,,,,,,,,,894,"02/05/2017 22:25:52",11,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02/05/2017,22:25:51,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"1262,91","1262,91","0,00","0,00",736
835334983,Confermata,IDS,Expedia,11/06/2017,18/06/2017,"03/05/2017 13:56:00",38,7,"447,37","0,00","447,37","447,37","63,91",,,APTBCMF,,,3,0,,,,,,,,,,,,,,895,"03/05/2017 16:01:37",7,EUR,,"0,00","447,37",32,CRS,15,,,,4,Expedia.com,5054347,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/05/2017,13:56:00,,,Expedia.com,5054347,IATA,,,,"447,37","447,37","0,00","447,37",737
835334981,Confermata,IDS,Expedia,11/06/2017,18/06/2017,"03/05/2017 13:56:00",38,7,"447,37","0,00","447,37","447,37","63,91",,,APTBCMF,,,3,1,,,,,,,,,,,,,,896,"03/05/2017 16:01:40",7,EUR,,"0,00","447,37",32,CRS,15,,,,4,Expedia.com,5054347,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/05/2017,13:56:00,,,Expedia.com,5054347,IATA,,,,"447,37","447,37","0,00","447,37",738
1120901939/1355970824,Cancellata,IDS,Booking.com,19/08/2017,27/08/2017,"04/05/2017 12:29:36",106,0,"0,00","0,00","0,00","918,48","0,00",APPBOOKING,,APTBCMF,,,4,0,it,,,,,,,,,,,,,897,"04/05/2017 12:29:37",8,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04/05/2017,12:29:36,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"918,48","918,48","0,00","0,00",739
2097972016/1356028009,Cancellata,IDS,Booking.com,01/07/2017,15/07/2017,"04/05/2017 13:21:44",57,0,"0,00","0,00","0,00","1787,38","0,00",SA+,,APTDCMF,,,5,0,ru,,,,,,,,,,,,,898,"04/05/2017 13:21:45",14,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04/05/2017,13:21:44,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"1787,38","1787,38","0,00","0,00",740
1770824704/1360824674,Cancellata,IDS,Booking.com,21/08/2017,28/08/2017,"08/05/2017 12:04:15",104,0,"0,00","0,00","0,00","548,55","0,00",SA++,,APTACMF,,,2,0,it,,,,,,,,,,,,,901,"14/05/2017 13:02:58",7,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/05/2017,12:04:15,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"548,55","548,55","0,00","0,00",741
1770824704/1360824674,Confermata,IDS,Booking.com,21/08/2017,28/08/2017,"08/05/2017 12:04:15",104,7,"548,55","0,00","548,55","548,55","78,36",SA++,,APTACMF,,,2,0,it,,,,,,,,,,,,,907,"14/05/2017 13:02:58",7,EUR,,"0,00","548,55",32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/05/2017,12:04:15,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"548,55","548,55","0,00","548,55",741
W2017-201235,Cancellata,TO,Whl,02/06/2017,04/06/2017,"12/05/2017 09:40:15",20,0,"0,00","0,00","0,00","118,80","0,00",,,,,,2,0,,,,,,,,,,,,,,902,"12/05/2017 09:40:17",2,EUR,,"0,00",0,7,CRS,250,,,,5,WHL,3827712,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/05/2017,09:40:15,,,WHL,3827712,IATA,,,,"118,80","118,80","0,00","0,00",742
