Codice,Status,"Tipo di canale",Canale,Arrivo,Partenza,Data,Window,Notti,Totale,Iva,"Totale tasse escluse","Totale originale","Prezzo medio per notte","Codice prodotto",Prodotto,"Codice camera",Camera,Adv/to/azienda,Ad.,Ba.,Nazione,"Codice sconto","Codice membership agree","Codice cliente",Commissioni,"Commissioni (%)","Tipo carta","Titolare carta","Confronto nominativo (%)",Numero,Scadenza,Operatore,"Operatore di origine","Codice Vertical Booking","Data Ultima Modifica/Cancellazione","RN originali prenotazione",Valuta,"Consenso trattamento dati","Totale servizi","Totale meno servizi",p1_uid1_type,p1_uid1_id_context,p1_uid1_id,p1_uid2_type,p1_uid2_id_context,p1_uid2_id,p1_type,p1_company_short_name,p1_company_code,p1_company_code_context,p2_uid1_type,p2_uid1_id_context,p2_uid1_id,p2_uid2_type,p2_uid2_id_context,p2_uid2_id,p2_type,p2_company_short_name,p2_company_code,p2_company_code_context,p3_uid1_type,p3_uid1_id_context,p3_uid1_id,p3_uid2_type,p3_uid2_id_context,p3_uid2_id,p3_type,p3_company_short_name,p3_company_code,p3_company_code_context,p4_uid1_type,p4_uid1_id_context,p4_uid1_id,p4_uid2_type,p4_uid2_id_context,p4_uid2_id,p4_type,p4_company_short_name,p4_company_code,p4_company_code_context,Metasearch,"Data acquisto","Orario acquisto",Origine,Dispositivo,"Nome Profilo Primario","Codice IATA Primario","Contesto Primario","Nome Profilo Secondario","Codice IATA Secondario","Contesto Secondario",RevenueDettaglioGiornaliero,RevenueDettPkgIncl,"Totale Sconti Stay",TotalAmountAfterTax,PrenRic
1314029797/1220646915,Cancellata,IDS,Booking.com,22/07/2017,29/07/2017,"15/01/2017 09:41:53",187,0,"0,00","0,00","0,00","882,00","0,00",SA+,,APTBCMF,,,4,0,nl,,,,,,,,,,,,,784,"15/01/2017 09:41:54",7,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/01/2017,09:41:53,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"882,00","882,00","0,00","0,00",654
1540518729/1220667824,Confermata,IDS,Booking.com,22/07/2017,29/07/2017,"15/01/2017 10:12:41",187,7,"1022,00","0,00","1022,00","1022,00","146,00",SA+,,APTDCMF,,,5,0,nl,,,,,,,,,,,,,785,"15/01/2017 10:12:41",7,EUR,,"0,00","1022,00",32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/01/2017,10:12:41,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"980,00","980,00","0,00","1022,00",655
1511474821/1221927005,Cancellata,IDS,Booking.com,10/07/2017,19/07/2017,"16/01/2017 09:33:09",174,0,"0,00","0,00","0,00","1161,00","0,00",SA+,,APTDCMF,,,5,0,sk,,,,,,,,,,,,,788,"16/01/2017 09:39:13",9,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/01/2017,09:33:09,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"1161,00","1161,00","0,00","0,00",656
1511474821/1221927029,Cancellata,IDS,Booking.com,10/07/2017,19/07/2017,"16/01/2017 09:33:09",174,0,"0,00","0,00","0,00","702,00","0,00",SA+,,APTACMF,,,2,0,sk,,,,,,,,,,,,,787,"16/01/2017 09:39:13",9,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/01/2017,09:33:09,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"702,00","702,00","0,00","0,00",656
1511474821/1221927005,Cancellata,IDS,Booking.com,10/07/2017,19/07/2017,"16/01/2017 09:33:09",174,0,"0,00","0,00","0,00","1161,00","0,00",SA+,,APTDCMF,,,5,0,sk,,,,,,,,,,,,,786,"16/01/2017 09:39:13",9,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/01/2017,09:33:09,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"1161,00","1161,00","0,00","0,00",656
1511474821/1221927029,Cancellata,IDS,Booking.com,10/07/2017,19/07/2017,"16/01/2017 09:33:09",174,0,"0,00","0,00","0,00","702,00","0,00",SA+,,APTACMF,,,2,0,sk,,,,,,,,,,,,,789,"16/01/2017 09:39:13",9,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/01/2017,09:33:09,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"702,00","702,00","0,00","0,00",656
1614628090/1223485241,Cancellata,IDS,Booking.com,20/05/2017,27/05/2017,"17/01/2017 12:57:25",122,0,"0,00","0,00","0,00","322,00","0,00",SA+,,APTACMF,,,2,0,se,,,,,,,,,,,,,791,"17/01/2017 12:57:30",7,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17/01/2017,12:57:25,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"322,00","322,00","0,00","0,00",657
1614628090/1223485288,Cancellata,IDS,Booking.com,20/05/2017,27/05/2017,"17/01/2017 12:57:25",122,0,"0,00","0,00","0,00","476,00","0,00",SA+,,APTBCMF,,,3,0,se,,,,,,,,,,,,,793,"17/01/2017 12:57:30",7,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17/01/2017,12:57:25,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"476,00","476,00","0,00","0,00",657
1614628090/1223485222,Cancellata,IDS,Booking.com,20/05/2017,27/05/2017,"17/01/2017 12:57:25",122,0,"0,00","0,00","0,00","546,00","0,00",SA+,,APTDCMF,,,5,0,se,,,,,,,,,,,,,790,"17/01/2017 12:57:30",7,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17/01/2017,12:57:25,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"546,00","546,00","0,00","0,00",657
1614628090/1223485261,Cancellata,IDS,Booking.com,20/05/2017,27/05/2017,"17/01/2017 12:57:25",122,0,"0,00","0,00","0,00","476,00","0,00",SA+,,APTBCMF,,,3,0,se,,,,,,,,,,,,,792,"17/01/2017 12:57:30",7,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17/01/2017,12:57:25,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"476,00","476,00","0,00","0,00",657
1614694909/1223626715,Cancellata,IDS,Booking.com,10/07/2017,17/07/2017,"17/01/2017 15:01:09",173,0,"0,00","0,00","0,00","812,00","0,00",SA+,,APTBCMF,,,4,0,se,,,,,,,,,,,,,794,"17/01/2017 15:01:09",7,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17/01/2017,15:01:09,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"812,00","812,00","0,00","0,00",658
1668206041/1226652783,Cancellata,IDS,Booking.com,05/08/2017,17/08/2017,"19/01/2017 22:50:49",197,0,"0,00","0,00","0,00","1152,00","0,00",SA+,,APTACMF,,,2,0,it,,,,,,,,,,,,,795,"19/01/2017 22:50:50",12,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19/01/2017,22:50:49,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"1152,00","1152,00","0,00","0,00",659
2062233939/1228394397,Cancellata,IDS,Booking.com,14/08/2017,26/08/2017,"21/01/2017 16:22:43",204,0,"0,00","0,00","0,00","1492,00","0,00",SA+,,APTBCMF,,,4,0,it,,,,,,,,,,,,,796,"21/01/2017 16:22:43",12,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/01/2017,16:22:43,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"1492,00","1492,00","0,00","0,00",660
1032593850/1229244764,Confermata,IDS,Booking.com,21/08/2017,29/08/2017,"22/01/2017 13:26:00",210,8,"928,00","0,00","928,00","928,00","116,00",SA+,,APTBCMF,,,4,0,gb,,,,,,,,,,,,,797,"22/01/2017 13:26:01",8,EUR,,"0,00","928,00",32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22/01/2017,13:26:00,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"928,00","928,00","0,00","928,00",661
1032593850/1229244773,Confermata,IDS,Booking.com,21/08/2017,29/08/2017,"22/01/2017 13:26:00",210,8,"672,00","0,00","672,00","672,00","84,00",SA+,,APTACMF,,,2,0,gb,,,,,,,,,,,,,798,"22/01/2017 13:26:01",8,EUR,,"0,00","672,00",32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22/01/2017,13:26:00,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"624,00","624,00","0,00","672,00",661
1744568931/1229782864,Cancellata,IDS,Booking.com,05/08/2017,26/08/2017,"22/01/2017 20:51:24",194,0,"0,00","0,00","0,00","1890,00","0,00",SA+,,APTACMF,,,2,0,it,,,,,,,,,,,,,799,"22/01/2017 20:51:25",21,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22/01/2017,20:51:24,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"1890,00","1890,00","0,00","0,00",662
1926175551/1230309521,Cancellata,IDS,Booking.com,24/06/2017,08/07/2017,"23/01/2017 10:06:42",151,0,"0,00","0,00","0,00","1806,00","0,00",SA+,,APTDCMF,,,5,0,ru,,,,,,,,,,,,,801,"23/01/2017 10:06:45",14,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/01/2017,10:06:42,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"1806,00","1806,00","0,00","0,00",663
1926175551/1230309499,Cancellata,IDS,Booking.com,24/06/2017,08/07/2017,"23/01/2017 10:06:42",151,0,"0,00","0,00","0,00","1624,00","0,00",SA+,,APTBCMF,,,4,0,ru,,,,,,,,,,,,,800,"23/01/2017 10:06:45",14,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/01/2017,10:06:42,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"1624,00","1624,00","0,00","0,00",663
2079019128/1230457774,Confermata,IDS,Booking.com,12/08/2017,22/08/2017,"23/01/2017 12:24:54",200,10,"1300,00","0,00","1300,00","1300,00","130,00",SA+,,APTBCMF,,,4,0,it,,,,,,,,,,,,,802,"23/01/2017 12:24:55",10,EUR,,"0,00","1300,00",32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/01/2017,12:24:54,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"1300,00","1300,00","0,00","1300,00",664
1194874879/1231854532,Confermata,IDS,Booking.com,22/07/2017,29/07/2017,"24/01/2017 13:57:43",178,7,"1022,00","0,00","1022,00","1022,00","146,00",SA+,,APTDCMF,,,5,0,pl,,,,,,,,,,,,,803,"24/01/2017 13:57:44",7,EUR,,"0,00","1022,00",32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/01/2017,13:57:43,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"980,00","980,00","0,00","1022,00",665
1810774090/1234266444,Cancellata,IDS,Booking.com,24/06/2017,08/07/2017,"26/01/2017 13:13:38",148,0,"0,00","0,00","0,00","1806,00","0,00",SA+,,APTDCMF,,,5,0,ru,,,,,,,,,,,,,807,"26/01/2017 17:07:20",14,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/01/2017,13:13:38,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"1806,00","1806,00","0,00","0,00",666
1810774090/1234266466,Cancellata,IDS,Booking.com,24/06/2017,08/07/2017,"26/01/2017 13:13:38",148,0,"0,00","0,00","0,00","1624,00","0,00",SA+,,APTBCMF,,,4,0,ru,,,,,,,,,,,,,805,"26/01/2017 17:07:20",14,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/01/2017,13:13:38,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"1624,00","1624,00","0,00","0,00",666
1810774090/1234266444,Cancellata,IDS,Booking.com,24/06/2017,08/07/2017,"26/01/2017 13:13:38",148,0,"0,00","0,00","0,00","1806,00","0,00",SA+,,APTDCMF,,,5,0,ru,,,,,,,,,,,,,804,"26/01/2017 17:07:20",14,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/01/2017,13:13:38,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"1806,00","1806,00","0,00","0,00",666
1810774090/1234266466,Cancellata,IDS,Booking.com,24/06/2017,08/07/2017,"26/01/2017 13:13:38",148,0,"0,00","0,00","0,00","1624,00","0,00",SA+,,APTBCMF,,,4,0,ru,,,,,,,,,,,,,808,"26/01/2017 17:07:20",14,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/01/2017,13:13:38,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"1624,00","1624,00","0,00","0,00",666
1773927853/1234394713,Cancellata,IDS,Booking.com,05/08/2017,24/08/2017,"26/01/2017 15:14:55",190,0,"0,00","0,00","0,00","2773,00","0,00",SA+,,APTDCMF,,,5,0,it,,,,,,,,,,,,,806,"30/01/2017 09:34:48",19,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/01/2017,15:14:55,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"2773,00","2773,00","0,00","0,00",667
1773927853/1234394713,Cancellata,IDS,Booking.com,05/08/2017,24/08/2017,"26/01/2017 15:14:55",190,0,"0,00","0,00","0,00","2773,00","0,00",SA+,,APTDCMF,,,5,0,it,,,,,,,,,,,,,813,"30/01/2017 09:34:48",19,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/01/2017,15:14:55,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"2773,00","2773,00","0,00","0,00",667
1810736202/1235195439,Cancellata,IDS,Booking.com,08/07/2017,22/07/2017,"27/01/2017 09:15:24",161,0,"0,00","0,00","0,00","1787,38","0,00",SA+,,APTDCMF,,,5,0,fr,,,,,,,,,,,,,809,"27/01/2017 09:15:26",14,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/01/2017,09:15:24,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"1787,38","1787,38","0,00","0,00",668
1577132502/1236406881,Confermata,IDS,Booking.com,19/08/2017,30/08/2017,"28/01/2017 13:04:42",202,11,"1262,91","0,00","1262,91","1262,91","114,81",APPBOOKING,,APTBCMF,,,4,0,ru,,,,,,,,,,,,,810,"28/01/2017 13:04:44",11,EUR,,"0,00","1262,91",32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28/01/2017,13:04:42,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"1262,91","1262,91","0,00","1262,91",669
